,,,,,,,,,,,,,,Type of Payment code,Vehicle Code
,,1284,Wed,Aug,,4,04:48:01,2021,1928477,,,,4239,,
,,1285,Mon,Aug,,9,08:59:06,2021,4492318,,,,4705,,
,,1286,Mon,Aug,16,03:43:49,2021,4079309,,,,4832.0,PC34ECAB5,,
,,1287,Sat,Aug,,7,07:15:33,2021,5303224,,,,4486,,
,,1288,Fri,Aug,,6,18:21:25,2021,7794336,,,,4575,,
,,1289,Sun,Aug,15,00:12:03,2021,4001810,,,,4307.0,PC87D90FE,,
,,1290,Wed,Aug,,4,00:46:39,2021,3274052,,,,4246,,
,,1291,Fri,Jul,30,05:07:05,2021,7292341,,,,4836.0,PCE78024A,,
,,1292,Fri,Aug,,6,15:24:49,2021,4992546,,,,4697,,
,,1293,Sun,Aug,22,16:29:04,2021,1285993,,,,4206.0,PCAC34A40,,
,,1294,Fri,Jul,30,01:57:57,2021,3756624,,,,4589.0,PC1477DC9,,
,,1295,Sun,Aug,22,02:15:40,2021,7800211,,,,4426.0,PCC0E943C,,
,,1296,Wed,Aug,,4,08:40:07,2021,7303824,,,,4829,,
,,1297,Fri,Jul,30,01:37:39,2021,7681906,,,,4751.0,PCD33B3C9,,
,,1298,Thu,Aug,12,23:38:07,2021,2735881,,,,4946.0,PCCF18BAF,,
,,1299,Sat,Aug,21,06:00:26,2021,7775003,,,,4397.0,PCB070250,,
,,1300,Mon,Aug,,2,17:42:01,2021,1384315,,,,4407,,
,,1301,Sun,Aug,15,12:01:25,2021,8930712,,,,4421.0,PCED2DB6F,,
,,1302,Fri,Aug,20,14:54:53,2021,2282633,,,,4963.0,PC704EF75,,
,,1303,Sat,Jul,31,17:12:11,2021,2007749,,,,4375.0,PCAE085FE,,
,,1304,Mon,Aug,16,10:00:49,2021,3795894,,,,4432.0,PC4CBEFF5,,
,,1305,Sun,Aug,15,16:26:30,2021,6965150,,,,4076.0,PC47B8825,,
,,1306,Tue,Aug,10,06:25:19,2021,5899849,,,,4931.0,PC3D30AD0,,
,,1307,Tue,Aug,17,12:28:38,2021,1236981,,,,4400.0,PC3BD7D63,,
,,1308,Mon,Aug,,2,01:24:51,2021,1000716,,,,4348,,
,,1309,Fri,Aug,,6,18:10:53,2021,3881738,,,,4051,,
,,1310,Sun,Aug,,8,16:29:08,2021,5045369,,,,4223,,
,,1311,Thu,Aug,19,14:24:15,2021,562710,,,,,4852,,
,,1312,Sun,Aug,,8,07:39:20,2021,1465091,,,,4213,,
,,1313,Sat,Aug,21,15:23:04,2021,3172352,,,,4622.0,PCF31BD97,,
,,1314,Sat,Aug,14,02:18:57,2021,3410202,,,,4859.0,PC685B3B1,,
,,1315,Thu,Aug,12,02:43:48,2021,5593166,,,,4159.0,PC5631507,,
,,1316,Fri,Aug,20,10:03:42,2021,8483064,,,,4953.0,PC1E2B07E,,
,,1317,Sun,Aug,,8,22:52:10,2021,151646,,,,,,
,,1318,Mon,Aug,,2,23:23:43,2021,3997556,,,,4694,,
,,1319,Fri,Aug,,6,16:56:27,2021,356818,,,,,,
,,1320,Sun,Aug,,1,08:23:29,2021,1660507,,,,4184,,
,,1321,Sat,Jul,31,03:29:23,2021,6887486,,,,4018.0,PCCB2657A,,
,,1322,Sat,Jul,31,12:38:49,2021,5628487,,,,4989.0,PC7D7AE48,,
,,1323,Thu,Aug,12,04:26:47,2021,8885968,,,,4548.0,PC4486317,,
,,1324,Sun,Aug,22,10:32:11,2021,913050,,,,,4081,,
,,1325,Sun,Aug,,8,00:03:03,2021,3417801,,,,4312,,
,,1326,Fri,Aug,20,17:05:15,2021,6583571,,,,4131.0,PC4C9B108,,
,,1327,Wed,Aug,18,12:50:08,2021,5863632,,,,4753.0,PC6AA246E,,
,,1328,Sun,Aug,22,11:10:49,2021,4650183,,,,4617.0,PC7758F89,,
,,1329,Thu,Aug,19,00:43:15,2021,8656183,,,,4628.0,PC34C1DCB,,
,,1330,Sat,Aug,,7,05:41:14,2021,9830299,,,,4026,,
,,1331,Sat,Aug,14,16:40:13,2021,6015946,,,,4624.0,PCDF73A3C,,
,,1332,Thu,Aug,,5,01:54:04,2021,7971537,,,,4565,,
,,1333,Fri,Aug,13,10:20:30,2021,6867561,,,,4389.0,PC7688C61,,
,,1334,Wed,Aug,18,10:11:28,2021,9015044,,,,4017.0,PCC090C3A,,
,,1335,Thu,Aug,19,11:14:52,2021,826519,,,,,4354,,
,,1336,Sat,Jul,31,13:01:05,2021,1663453,,,,4837.0,PCA10FFA0,,
,,1337,Tue,Aug,17,15:52:50,2021,7731666,,,,4274.0,PC88EA64E,,
,,1338,Tue,Aug,10,09:33:19,2021,8457561,,,,4594.0,PC59414DA,,
,,1339,Sat,Jul,31,03:58:44,2021,2155105,,,,4084.0,PC71D433F,,
,,1340,Fri,Aug,20,23:46:24,2021,3644403,,,,4172.0,PC1A43FB7,,
,,1341,Sat,Aug,14,19:53:42,2021,4623284,,,,4845.0,PCEEC0DB3,,
,,1342,Thu,Aug,12,12:37:22,2021,778057,,,,,4340,,
,,1343,Thu,Jul,29,18:43:20,2021,2891384,,,,4007.0,PCDF9F773,,
,,1344,Thu,Aug,19,18:51:16,2021,8352474,,,,4850.0,PC4061987,,
,,1345,Sun,Aug,22,15:39:36,2021,3480730,,,,4827.0,PC7D68CD9,,
,,1346,Mon,Aug,,9,22:08:59,2021,7682247,,,,4965,,
,,1347,Mon,Aug,,9,01:50:28,2021,2159613,,,,4151,,
,,1348,Wed,Aug,,4,01:13:05,2021,3281936,,,,4401,,
,,1349,Fri,Aug,13,12:19:49,2021,9037431,,,,4078.0,PC8473A64,,
,,1350,Fri,Aug,13,21:59:53,2021,3967088,,,,4384.0,PC59A33DE,,
,,1351,Tue,Aug,10,05:36:09,2021,7867773,,,,4079.0,PCF1366ED,,
,,1352,Thu,Aug,12,22:05:07,2021,6679118,,,,4264.0,PC9DFEBB0,,
,,1353,Mon,Aug,,2,02:00:58,2021,2706844,,,,4425,,
,,1354,Wed,Aug,11,04:03:14,2021,5538295,,,,4993.0,PC0F0AB4E,,
,,1355,Wed,Aug,11,10:50:55,2021,2953292,,,,4980.0,PCBD5C822,,
,,1356,Wed,Aug,11,11:49:09,2021,6507493,,,,4686.0,PCD6E5E77,,
,,1357,Wed,Aug,18,20:02:08,2021,5167332,,,,4010.0,PC3A7AACB,,
,,1358,Thu,Jul,29,21:21:29,2021,6667469,,,,4163.0,PC95B4E03,,
,,1359,Sat,Aug,14,08:28:23,2021,4470411,,,,4243.0,PCC4F7DCE,,
,,1360,Fri,Aug,13,15:30:38,2021,5163121,,,,4717.0,PC44877F1,,
,,1361,Thu,Aug,12,02:55:50,2021,1449411,,,,4458.0,PCECEBBFA,,
,,1362,Sun,Aug,,8,11:39:04,2021,2251248,,,,4609,,
,,1363,Fri,Aug,13,06:37:13,2021,9371578,,,,4842.0,PC16F5A24,,
,,1364,Fri,Jul,30,19:03:45,2021,6025003,,,,4411.0,PC3AA93E6,,
,,1365,Thu,Aug,,5,08:05:34,2021,4684544,,,,4152,,
,,1366,Fri,Aug,,6,03:22:54,2021,4874322,,,,4639,,
,,1367,Wed,Aug,11,00:25:19,2021,6201683,,,,4614.0,PC08910B7,,
,,1368,Tue,Aug,,3,04:12:49,2021,8214342,,,,4691,,
,,1369,Fri,Aug,13,00:14:40,2021,1168144,,,,4251.0,PCB30E45F,,
,,1370,Thu,Aug,12,22:39:34,2021,9448348,,,,4314.0,PC7E9E8F3,,
,,1371,Sun,Aug,22,00:36:19,2021,9843003,,,,5005.0,PC408264D,,
,,1372,Sun,Aug,22,12:15:49,2021,8081648,,,,4686.0,PCD6E5E77,,
,,1373,Thu,Aug,19,03:02:49,2021,7787498,,,,4771.0,PC71FE98A,,
,,1374,Wed,Aug,11,15:36:16,2021,5391150,,,,4385.0,PC148C815,,
,,1375,Sat,Aug,,7,21:31:55,2021,4781506,,,,4529,,
,,1376,Mon,Aug,,9,04:35:44,2021,6275487,,,,4573,,
,,1377,Fri,Jul,30,02:45:21,2021,9717731,,,,4426.0,PCC0E943C,,
,,1378,Tue,Aug,17,18:10:55,2021,9308938,,,,4095.0,PC3E1512A,,
,,1379,Sat,Aug,,7,11:26:06,2021,5612851,,,,4071,,
,,1380,Fri,Aug,,6,07:10:14,2021,6236454,,,,4562,,
,,1381,Tue,Aug,,3,20:33:09,2021,3570153,,,,4812,,
,,1382,Fri,Aug,20,04:54:48,2021,6642586,,,,4035.0,PC1B1D964,,
,,1383,Sat,Jul,31,01:11:15,2021,2176411,,,,4001.0,PC58105BF,,
,,1384,Fri,Aug,,6,11:52:49,2021,9747930,,,,4871,,
,,1385,Thu,Aug,,5,04:08:04,2021,1281989,,,,4861,,
,,1386,Mon,Aug,,2,18:03:47,2021,7159775,,,,4389,,
,,1387,Sat,Aug,14,21:03:24,2021,2201435,,,,4015.0,PC524833E,,
,,1388,Wed,Aug,18,06:52:08,2021,7773660,,,,4065.0,PC3B514E2,,
,,1389,Fri,Aug,13,01:56:17,2021,3301960,,,,4667.0,PCD540B2F,,
,,1390,Thu,Aug,,5,08:33:25,2021,2771393,,,,4465,,
,,1391,Fri,Aug,13,22:04:09,2021,9581825,,,,4658.0,PC1A58039,,
,,1392,Sun,Aug,15,23:12:09,2021,530816,,,,,4464,,
,,1393,Thu,Aug,12,04:56:44,2021,7480567,,,,4758.0,PCCE12794,,
,,1394,Mon,Aug,,9,13:08:41,2021,7306837,,,,4222,,
,,1395,Mon,Aug,16,00:26:03,2021,7094275,,,,4616.0,PCE6675F9,,
,,1396,Tue,Aug,,3,01:26:00,2021,6385842,,,,4736,,
,,1397,Sun,Aug,22,18:24:05,2021,8653650,,,,4262.0,PCCB12F8C,,
,,1398,Thu,Aug,12,07:03:52,2021,7468873,,,,4320.0,PC40C93B0,,
,,1399,Tue,Aug,,3,14:58:16,2021,589777,,,,,,
,,1400,Tue,Aug,,3,03:47:44,2021,1879939,,,,4108,,
,,1401,Sun,Aug,22,11:53:24,2021,7669311,,,,4774.0,PCEBE834B,,
,,1402,Mon,Aug,,2,18:28:36,2021,658325,,,,,,
,,1403,Thu,Aug,19,10:32:24,2021,8452831,,,,4951.0,PCE9CE23F,,
,,1404,Wed,Aug,11,00:06:50,2021,6198399,,,,4587.0,PC576A3BA,,
,,1405,Fri,Jul,30,03:51:09,2021,4305906,,,,4748.0,PCF2ECD29,,
,,1406,Wed,Aug,,4,17:08:36,2021,4797893,,,,4812,,
,,1407,Sun,Aug,22,11:00:38,2021,4139507,,,,4263.0,PCD6DBA1D,,
,,1408,Sat,Aug,,7,02:29:56,2021,3600917,,,,4895,,
,,1409,Fri,Aug,,6,06:45:11,2021,1346174,,,,4229,,
,,1410,Mon,Aug,,9,14:51:24,2021,1404636,,,,4291,,
,,1411,Sat,Aug,21,12:22:58,2021,1249576,,,,4484.0,PCEF56843,,
,,1412,Sat,Aug,,7,19:20:07,2021,6899200,,,,4219,,
,,1413,Thu,Aug,12,11:51:00,2021,9016178,,,,4656.0,PC63844BC,,
,,1414,Thu,Aug,12,06:53:56,2021,3274361,,,,4092.0,PC40C2E00,,
,,1415,Fri,Aug,20,05:04:18,2021,6184084,,,,4100.0,PCC6DD8D5,,
,,1416,Fri,Jul,30,23:50:38,2021,352802,,,,,4261,,
,,1417,Sat,Jul,31,21:15:07,2021,1811060,,,,4241.0,PC7241796,,
,,1418,Sun,Aug,15,23:14:53,2021,9287578,,,,4014.0,PCF14D1E3,,
,,1419,Wed,Aug,,4,15:09:47,2021,4656162,,,,4681,,
,,1420,Sat,Aug,,7,16:16:39,2021,8825255,,,,4390,,
,,1421,Mon,Aug,,9,04:20:51,2021,9372788,,,,4012,,
,,1422,Sun,Aug,,1,23:30:54,2021,1830106,,,,4690,,
,,1423,Fri,Aug,13,14:48:38,2021,6607209,,,,4940.0,PC8AB18BE,,
,,1424,Thu,Aug,19,16:54:46,2021,3494606,,,,4511.0,PCFBEFA9E,,
,,1425,Fri,Aug,,6,09:14:04,2021,7956850,,,,4994,,
,,1426,Sun,Aug,22,07:57:49,2021,571877,,,,,4351,,
,,1427,Mon,Aug,16,03:45:54,2021,4831891,,,,4394.0,PCD3A817A,,
,,1428,Tue,Aug,17,03:29:03,2021,4291730,,,,4442.0,PC05C2F86,,
,,1429,Sat,Jul,31,10:57:53,2021,5034853,,,,4542.0,PC3E57E3D,,
,,1430,Tue,Aug,10,08:11:38,2021,4663051,,,,4523.0,PC0005AC7,,
,,1431,Sat,Jul,31,21:23:09,2021,5380351,,,,4081.0,PCC825DB2,,
,,1432,Sat,Jul,31,13:20:38,2021,5408416,,,,4639.0,PC879E7AB,,
,,1433,Mon,Aug,,2,06:06:52,2021,8528787,,,,4274,,
,,1434,Thu,Aug,,5,08:57:56,2021,3166678,,,,4195,,
,,1435,Tue,Aug,17,03:48:00,2021,6862913,,,,4075.0,PC2125618,,
,,1436,Wed,Aug,18,16:05:45,2021,923528,,,,,4814,,
,,1437,Sat,Jul,31,04:30:35,2021,2275040,,,,4905.0,PCE1EA438,,
,,1438,Thu,Aug,12,09:34:08,2021,8802321,,,,4273.0,PC0EF5BA6,,
,,1439,Sat,Jul,31,05:59:36,2021,6244386,,,,4362.0,PC670999C,,
,,1440,Thu,Aug,,5,21:42:16,2021,7478563,,,,4611,,
,,1441,Sat,Aug,21,15:15:28,2021,9715868,,,,4352.0,PC99B9343,,
,,1442,Thu,Aug,12,13:56:35,2021,5226868,,,,4035.0,PC1B1D964,,
,,1443,Thu,Aug,,5,20:30:12,2021,1775884,,,,4734,,
,,1444,Thu,Aug,19,23:13:19,2021,3549914,,,,4105.0,PC43919D1,,
,,1445,Tue,Aug,,3,21:26:44,2021,6353407,,,,4361,,
,,1446,Sun,Aug,15,16:39:12,2021,6475766,,,,4450.0,PC0B2B03E,,
,,1447,Sat,Aug,14,19:53:18,2021,9666365,,,,4694.0,PCBCF42C2,,
,,1448,Mon,Aug,16,23:57:33,2021,5407288,,,,4714.0,PC9B747F8,,
,,1449,Sat,Aug,14,19:28:19,2021,3623843,,,,4246.0,PC95F5F6B,,
,,1450,Tue,Aug,17,21:10:10,2021,8553811,,,,4480.0,PC9A343F9,,
,,1451,Tue,Aug,,3,13:35:07,2021,6285636,,,,4916,,
,,1452,Sun,Aug,22,04:28:13,2021,5807651,,,,4880.0,PC5A27CDE,,
,,1453,Mon,Aug,,2,02:07:47,2021,6172986,,,,4773,,
,,1454,Sun,Aug,,1,06:54:17,2021,921691,,,,,,
,,1455,Wed,Aug,11,09:45:22,2021,8909634,,,,4970.0,PCA154C84,,
,,1456,Thu,Aug,19,18:12:18,2021,6814914,,,,4015.0,PC524833E,,
,,1457,Tue,Aug,17,20:31:32,2021,128180,,,,,4420,,
,,1458,Mon,Aug,,2,16:38:19,2021,6327269,,,,4310,,
,,1459,Fri,Jul,30,14:00:03,2021,6868159,,,,4128.0,PCC0E7E2A,,
,,1460,Sun,Aug,15,19:24:33,2021,5585220,,,,4253.0,PC82A16E6,,
,,1461,Mon,Aug,,2,15:18:28,2021,5415555,,,,4538,,
,,1462,Tue,Aug,,3,22:35:39,2021,2446899,,,,5006,,
,,1463,Sun,Aug,,1,13:24:24,2021,7638296,,,,4146,,
,,1464,Wed,Aug,18,19:57:12,2021,3794813,,,,4443.0,PCC139BD8,,
,,1465,Sat,Jul,31,04:04:50,2021,9334279,,,,4482.0,PCB6A16D7,,
,,1466,Mon,Aug,,9,01:54:09,2021,8678433,,,,4486,,
,,1467,Wed,Aug,18,06:26:36,2021,2639079,,,,4370.0,PC70B7987,,
,,1468,Sun,Aug,,8,16:52:46,2021,9265662,,,,4155,,
,,1469,Sat,Jul,31,11:43:43,2021,4725272,,,,4591.0,PCC9875AC,,
,,1470,Wed,Aug,,4,20:05:01,2021,1886903,,,,4445,,
,,1471,Sat,Jul,31,13:14:01,2021,9484059,,,,4584.0,PC1085B78,,
,,1472,Sun,Aug,,1,04:59:07,2021,555303,,,,,,
,,1473,Fri,Aug,,6,14:28:48,2021,1523355,,,,4636,,
,,1474,Wed,Aug,18,03:37:03,2021,659475,,,,,4660,,
,,1475,Tue,Aug,,3,14:16:20,2021,9203549,,,,4124,,
,,1476,Sun,Aug,15,15:20:20,2021,4301934,,,,4698.0,PC8BCEB19,,
,,1477,Sat,Aug,14,09:34:59,2021,9488098,,,,4178.0,PC8417B09,,
,,1478,Sat,Aug,,7,02:57:09,2021,362161,,,,,,
,,1479,Fri,Aug,20,18:02:54,2021,4420855,,,,4314.0,PC7E9E8F3,,
,,1480,Sat,Jul,31,17:48:27,2021,5706224,,,,4652.0,PC74A3585,,
,,1481,Sat,Aug,14,18:31:03,2021,312006,,,,,4575,,
,,1482,Mon,Aug,,9,20:52:16,2021,4199076,,,,4816,,
,,1483,Tue,Aug,,3,15:39:44,2021,5825432,,,,4950,,
,,1484,Tue,Aug,17,02:09:23,2021,581396,,,,,4469,,
,,1485,Fri,Jul,30,06:51:38,2021,6679116,,,,4102.0,PC8C9B099,,
,,1486,Wed,Aug,18,21:56:39,2021,9752611,,,,4426.0,PCC0E943C,,
,,1487,Sat,Aug,,7,05:44:33,2021,5800348,,,,4268,,
,,1488,Thu,Aug,12,04:34:34,2021,5847151,,,,4562.0,PC4C95CA2,,
,,1489,Sun,Aug,22,10:33:57,2021,8313701,,,,4023.0,PC77793DF,,
,,1490,Fri,Aug,20,07:51:16,2021,6473623,,,,4891.0,PC57036DA,,
,,1491,Thu,Aug,19,04:08:06,2021,8005415,,,,4956.0,PCB7040B7,,
,,1492,Mon,Aug,,2,11:43:23,2021,5453800,,,,4550,,
,,1493,Sat,Jul,31,18:04:21,2021,3191180,,,,4687.0,PC52E7369,,
,,1494,Tue,Aug,17,20:36:10,2021,2353239,,,,4050.0,PC822E359,,
,,1495,Fri,Aug,13,15:10:37,2021,450825,,,,,4054,,
,,1496,Mon,Aug,16,18:05:06,2021,1280096,,,,4623.0,PCAA67227,,
,,1497,Tue,Aug,,3,03:51:53,2021,2741277,,,,4506,,
,,1498,Tue,Aug,,3,06:48:38,2021,2351162,,,,4478,,
,,1499,Fri,Aug,13,08:51:00,2021,7863217,,,,4296.0,PCA24C1E1,,
,,1500,Thu,Aug,12,08:28:38,2021,1971653,,,,4372.0,PC1E0F3B6,,
,,1501,Tue,Aug,17,02:04:54,2021,859868,,,,,4675,,
,,1502,Sat,Jul,31,18:22:31,2021,1305420,,,,4244.0,PC9F3C86B,,
,,1503,Fri,Aug,,6,08:16:04,2021,8367060,,,,4571,,
,,1504,Mon,Aug,16,06:03:35,2021,7281090,,,,4557.0,PC6C80A46,,
,,1505,Fri,Aug,,6,18:45:26,2021,7568524,,,,4403,,
,,1506,Sat,Jul,31,20:14:12,2021,2863385,,,,4459.0,PCD9CAD56,,
,,1507,Tue,Aug,17,20:34:13,2021,7716119,,,,4772.0,PC7368097,,
,,1508,Wed,Aug,18,00:40:07,2021,9639766,,,,4405.0,PC70CA955,,
,,1509,Sat,Aug,14,17:51:32,2021,2543494,,,,4391.0,PCCFD9AB6,,
,,1510,Sun,Aug,22,06:25:23,2021,1465474,,,,4186.0,PC922BA3E,,
,,1511,Mon,Aug,16,12:41:22,2021,1566290,,,,4327.0,PC16F59EC,,
,,1512,Sun,Aug,,1,00:49:43,2021,4582510,,,,4380,,
,,1513,Sat,Jul,31,00:49:27,2021,6491183,,,,4575.0,PC84D9FC1,,
,,1514,Fri,Aug,13,22:05:48,2021,8021696,,,,4595.0,PC64281F6,,
,,1515,Sat,Aug,21,14:12:46,2021,6183485,,,,4522.0,PC0A326BE,,
,,1516,Thu,Aug,12,13:05:52,2021,9084928,,,,4590.0,PC912F5CB,,
,,1517,Fri,Jul,30,21:35:32,2021,6643152,,,,4262.0,PCCB12F8C,,
,,1518,Sat,Aug,,7,03:21:05,2021,9751837,,,,4622,,
,,1519,Sun,Aug,,1,07:30:40,2021,9655533,,,,4259,,
,,1520,Thu,Aug,,5,15:33:09,2021,4813472,,,,4131,,
,,1521,Tue,Aug,17,17:36:43,2021,6996339,,,,4249.0,PC6D2FAD0,,
,,1522,Mon,Aug,,2,10:15:13,2021,7421445,,,,4723,,
,,1523,Tue,Aug,,3,11:19:45,2021,4204197,,,,4789,,
,,1524,Mon,Aug,,2,22:41:17,2021,8707749,,,,4975,,
,,1525,Fri,Aug,13,12:26:42,2021,2213789,,,,4188.0,PCDB12C82,,
,,1526,Thu,Aug,12,23:33:10,2021,1937849,,,,4799.0,PCC3A370A,,
,,1527,Wed,Aug,11,10:34:27,2021,9827204,,,,4899.0,PC4967767,,
,,1528,Thu,Aug,12,21:04:30,2021,7109770,,,,4953.0,PC1E2B07E,,
,,1529,Sun,Aug,,1,17:53:24,2021,2650132,,,,4340,,
,,1530,Mon,Aug,,9,13:25:59,2021,9642934,,,,4652,,
,,1531,Fri,Aug,20,04:43:52,2021,835891,,,,,4732,,
,,1532,Tue,Aug,,3,01:01:49,2021,3666176,,,,4488,,
,,1533,Thu,Jul,29,13:01:53,2021,8722712,,,,4228.0,PC4F78F1B,,
,,1534,Tue,Aug,17,19:12:51,2021,4570413,,,,4424.0,PC51E7EF8,,
,,1535,Sat,Aug,,7,08:51:21,2021,9995684,,,,4607,,
,,1536,Sat,Aug,14,19:31:13,2021,2020657,,,,4047.0,PC6D105CF,,
,,1537,Fri,Jul,30,10:43:16,2021,9238888,,,,4900.0,PCFE8B604,,
,,1538,Sat,Jul,31,21:12:56,2021,2889489,,,,4124.0,PC3338D42,,
,,1539,Wed,Aug,,4,15:18:47,2021,318307,,,,,,
,,1540,Sat,Jul,31,17:33:38,2021,8701052,,,,4378.0,PC074E6A8,,
,,1541,Fri,Aug,20,11:22:39,2021,6437141,,,,4336.0,PCD30AB50,,
,,1542,Wed,Aug,11,19:41:52,2021,5656721,,,,4203.0,PC5295A46,,
,,1543,Fri,Aug,,6,14:30:20,2021,3431025,,,,4567,,
,,1544,Mon,Aug,,9,23:27:19,2021,328948,,,,,,
,,1545,Thu,Aug,19,04:39:08,2021,9956692,,,,4517.0,PC9AF321D,,
,,1546,Fri,Aug,,6,17:10:09,2021,8988961,,,,4583,,
,,1547,Tue,Aug,,3,23:02:05,2021,1468614,,,,4900,,
,,1548,Sat,Aug,,7,06:23:00,2021,4781406,,,,4467,,
,,1549,Fri,Jul,30,19:23:28,2021,7063145,,,,4527.0,PC59A0CB2,,
,,1550,Mon,Aug,16,19:28:30,2021,5040545,,,,5009.0,PC70886EC,,
,,1551,Sun,Aug,,8,09:48:30,2021,8278634,,,,4654,,
,,1552,Sat,Jul,31,07:28:47,2021,7010037,,,,4749.0,PC65C93B7,,
,,1553,Wed,Aug,,4,23:38:00,2021,9737007,,,,4704,,
,,1554,Thu,Aug,19,08:58:50,2021,655458,,,,,4238,,
,,1555,Thu,Aug,19,17:41:34,2021,1851682,,,,4198.0,PCB0994D1,,
,,1556,Wed,Aug,,4,05:33:34,2021,2909718,,,,4345,,
,,1557,Tue,Aug,10,00:58:45,2021,6065758,,,,4842.0,PC16F5A24,,
,,1558,Fri,Aug,13,15:53:25,2021,2336297,,,,4565.0,PC388BB83,,
,,1559,Mon,Aug,16,14:26:37,2021,4098792,,,,4373.0,PC8806694,,
,,1560,Tue,Aug,,3,21:48:21,2021,407554,,,,,,
,,1561,Mon,Aug,16,04:27:11,2021,2009002,,,,4620.0,PC43973F9,,
,,1562,Fri,Aug,,6,06:24:30,2021,2357141,,,,4980,,
,,1563,Wed,Aug,18,04:23:23,2021,4731836,,,,4306.0,PC5D6563A,,
,,1564,Sat,Aug,14,22:43:39,2021,1210777,,,,4050.0,PC822E359,,
,,1565,Tue,Aug,,3,10:20:58,2021,8731021,,,,4544,,
,,1566,Mon,Aug,16,23:04:49,2021,432438,,,,,4077,,
,,1567,Fri,Aug,20,09:15:37,2021,4998086,,,,4941.0,PCA6403C1,,
,,1568,Sun,Aug,22,08:56:19,2021,891299,,,,,4439,,
,,1569,Wed,Aug,11,18:03:58,2021,6871208,,,,4600.0,PCB99E8F9,,
,,1570,Mon,Aug,,9,17:22:41,2021,6886314,,,,4686,,
,,1571,Tue,Aug,17,23:32:04,2021,8249210,,,,4397.0,PCB070250,,
,,1572,Sun,Aug,22,08:45:12,2021,4531947,,,,4811.0,PCBF83C7A,,
,,1573,Sun,Aug,15,12:37:28,2021,2475613,,,,4905.0,PCE1EA438,,
,,1574,Sat,Aug,14,01:27:43,2021,3795794,,,,4478.0,PCB02917E,,
,,1575,Fri,Aug,20,06:53:25,2021,974766,,,,,4751,,
,,1576,Tue,Aug,17,20:53:17,2021,9447366,,,,4882.0,PC8616CD8,,
,,1577,Wed,Aug,,4,04:45:01,2021,9393364,,,,4928,,
,,1578,Mon,Aug,16,03:10:42,2021,8556843,,,,4958.0,PC8A8976A,,
,,1579,Fri,Jul,30,09:18:21,2021,9773352,,,,4788.0,PC00AE965,,
,,1580,Fri,Jul,30,01:11:03,2021,8755956,,,,4025.0,PC5ABB8E4,,
,,1581,Sun,Aug,22,02:51:30,2021,742109,,,,,4172,,
,,1582,Sun,Aug,15,23:40:45,2021,4887014,,,,4837.0,PCA10FFA0,,
,,1583,Mon,Aug,,9,07:26:50,2021,6545154,,,,4200,,
,,1584,Tue,Aug,17,16:19:26,2021,3117923,,,,4471.0,PC7E4F42A,,
,,1585,Fri,Jul,30,19:26:23,2021,8975598,,,,4835.0,PC4645718,,
,,1586,Tue,Aug,17,12:00:44,2021,3800485,,,,4753.0,PC6AA246E,,
,,1587,Wed,Aug,,4,23:46:03,2021,1513812,,,,4961,,
,,1588,Fri,Aug,13,21:39:06,2021,8028222,,,,4708.0,PC82D2552,,
,,1589,Thu,Aug,19,04:53:44,2021,1167427,,,,4139.0,PC924C594,,
,,1590,Tue,Aug,,3,04:59:21,2021,1334088,,,,4114,,
,,1591,Tue,Aug,17,21:59:42,2021,1768305,,,,4221.0,PC90AAFDA,,
,,1592,Thu,Aug,12,15:35:35,2021,2989964,,,,4027.0,PCE7A4F34,,
,,1593,Sat,Aug,,7,12:14:16,2021,8416426,,,,4001,,
,,1594,Fri,Jul,30,14:51:28,2021,9939758,,,,4061.0,PC3A63A79,,
,,1595,Wed,Aug,18,02:50:59,2021,4838573,,,,4301.0,PC540E129,,
,,1596,Wed,Aug,18,10:20:45,2021,2695601,,,,4825.0,PC8B8C482,,
,,1597,Tue,Aug,10,07:55:38,2021,9347805,,,,4321.0,PC591BDF7,,
,,1598,Wed,Aug,11,22:39:35,2021,4595401,,,,4192.0,PC74F6341,,
,,1599,Sun,Aug,,1,08:44:15,2021,402853,,,,,,
,,1600,Thu,Aug,,5,02:42:00,2021,8944594,,,,4738,,
,,1601,Sat,Aug,,7,10:02:04,2021,4544746,,,,4421,,
,,1602,Sun,Aug,22,06:36:25,2021,6053175,,,,4040.0,PCB335328,,
,,1603,Thu,Jul,29,22:02:19,2021,6145104,,,,4672.0,PC03AE86F,,
,,1604,Fri,Jul,30,12:06:21,2021,1533990,,,,4971.0,PC0BD172F,,
,,1605,Mon,Aug,16,07:38:57,2021,6177576,,,,4710.0,PCE17C964,,
,,1606,Sun,Aug,,8,11:36:58,2021,8869698,,,,4968,,
,,1607,Sat,Aug,21,08:33:12,2021,9662043,,,,4811.0,PCBF83C7A,,
,,1608,Thu,Aug,19,13:18:11,2021,5452672,,,,4926.0,PCCBCFEDE,,
,,1609,Thu,Aug,12,23:59:41,2021,7763079,,,,4537.0,PC10C700F,,
,,1610,Thu,Aug,,5,21:25:27,2021,1078933,,,,4934,,
,,1611,Tue,Aug,10,17:49:41,2021,8131923,,,,4821.0,PC67D349A,,
,,1612,Mon,Aug,,9,14:53:14,2021,296672,,,,,,
,,1613,Sun,Aug,,8,19:42:54,2021,4003127,,,,4518,,
,,1614,Mon,Aug,,2,00:21:35,2021,7801156,,,,4033,,
